Title,Content
From fat to disease,"Visceral fat can be measured in a variety of ways. CT scans and full-body MRIs are the most precise, but they are expensive and rarely available, so investigators often use estimates based on waist circumference or waist size in proportion to height (see ""Gut check""). To ensure that they're not just measuring overall obesity, researchers also check whether a person's waist circumference is higher than average for her or his body mass index (BMI). Visceral fat is implicated in a number of chronic conditions, including these: Cardiovascular disease.Several studies have documented this effect. For example, a large study of European women ages 45 to 79 concluded that those with the biggest waists (and those with the largest waists in relation to their hip size) had more than double the risk of developing heart disease. The risk was still nearly double even after adjustment for several other risk factors, including blood pressure, cholesterol, smoking, and BMI. Even in healthy, nonsmoking women, every 2 inches of additional waist size raised the risk for cardiovascular disease by 10%. Higher visceral-fat volume also has a deleterious impact on several other heart disease risk factors. It's associated with higher blood pressure, blood sugar levels and triglyceride levels, and lower levels of HDL (good) cholesterol. Taken together, these changes, known as metabolic syndrome, create a serious risk for cardiovascular disease and type 2 diabetes. Dementia.Researchers at Kaiser Permanente found that people in their early 40s with the highest levels of abdominal fat, compared with those who had the least abdominal fat at that age, were nearly three times more likely to develop dementia (including Alzheimer's disease) by their mid-70s to early 80s. Dementia was not associated with increased thigh size. Asthma.In a large study of California teachers, women with high levels of visceral fat (a waist circumference of more than 35 inches) were 37% more likely to develop asthma than women with smaller waists — even if their weight was normal. The risks were highest for women who were both large-waisted and overweight or obese. The investigators believe that belly fat raises the risk of asthma more than other poundage because it has inflammatory effects throughout the body, including in the airways. Breast cancer.A combined analysis of several studies found that premenopausal women with abdominal obesity (the largest waist size in proportion to their height) were at greater risk for breast cancer. Large waists were also linked to breast cancer risk among postmenopausal women, but that effect was not significant once BMI was taken into account. Colorectal cancer.People with the most visceral fat have three times the risk of developing colorectal adenomas (precancerous polyps) than those with the least visceral fat. The relationship was found after many other risks were accounted for. The researchers also confirmed that adenomatous polyps in the colon are associated with insulin resistance, which may be the mechanism that increases the cancer risk."
How to lose (and prevent) visceral belly fat,"Where you tend to gain fat depends on your genes, your hormones, your age, your birth weight (smaller babies more readily add belly fat later in life), and whether you've had children (women who have given birth tend to develop more visceral fat than women who haven't). As young adults, women on average have less visceral fat than men, but that changes with menopause. You can't change your birth weight or your genes, and you can't hold off menopause. But there are several ways you can minimize the accumulation of visceral fat. The good news is that because it's more readily metabolized into fatty acids, it responds more efficiently to diet and exercise than fat on the hips and thighs. Here are some approaches that may help: Keep moving.Exercise can help reduce your waist circumference. Even if you don't lose weight, you lose visceral belly fat and gain muscle mass. Engage in at least 30 minutes of moderate-intensity activity most days, such as brisk walking or bicycling at a casual pace. Also create opportunities to add motion to routine tasks. For example, park farther from your destination and walk the rest of the way, take the stairs instead of the elevator, and stand while you talk on the phone. Studies have shown that you can help trim visceral fat or prevent its growth with both aerobic activity (such as brisk walking) and strength training (exercising with weights). Spot exercises, such as sit-ups, can tighten abdominal muscles but won't get at visceral fat. Exercise can also help keep fat from coming back. Eat right.Choose a balanced diet that helps you achieve and maintain a healthy weight. Avoid products that seem to encourage belly fat deposition, especially simple sugars like fructose-sweetened foods and beverages. Don't smoke.The more you smoke, the more likely you are to store fat in your abdomen rather than on your hips and thighs. Get your sleep.Too little is bad. A five-year study found that adults under age 40 who slept five hours or less a night accumulated significantly more visceral fat. But too much isn't good, either — young adults who slept more than eight hours also added visceral fat. (This relationship wasn't found in people over age 40.) Forget the quick fix.Liposuction for cosmetic fat removal doesn't reach inside the abdominal wall. Image: UserGI15994093/Getty Images"
"Stretching nerves, burning calories, and thirst versus hunger","Three top theories are: Feel full, eat less.As noted, filling up on water before meals has intuitive appeal. Your stomach has nerves that sense stretch and send signals to the brain that it's time to stop eating. Presumably, drinking before a meal could send similar signals. Burning off calories.The water we drink must be heated up to body temperature, a process requiring the body to expend energy. The energy spent on this — called thermogenesis — could offset calories from meals. You're not hungry, you're thirsty.This explanation suggests that sometimes we head to the kitchen for something to eat when we're actually thirsty rather than hungry. If that's the case, drinking calorie-free water can save us from consuming unnecessary calories — and that could promote weight loss."
"Exercise booster, no-cal substitution, and burning fat demands water","Being well-hydrated improves exercise capacity and thus weight loss.Muscle fatigue, cramping, and heat exhaustion can all be brought on by dehydration. That's whyextra hydration before exercisemay be recommended, especially for elite athletes exercising in warm environments. Swapping out high calorie drinks with water.Yes, if you usually drink high-calorie beverages (such as sweetened sodas, fruit juice, or alcohol), consistently replacing them with water can aid weight loss over time. Burning fat requires water.Dehydration impairs the body's ability to break down fat for fuel. So, perhaps drinking more water will encourage fat breakdown and, eventually, weight loss."
The bottom line,"So, should you bump up hydration by drinking water before or during meals, or even at other times during the day? Some evidence does suggest thismight aid weight loss, at least for some people. But those studies are mostly small or short-term, or based on animal data. Even positive studies only found modest benefits. That said, if you think it's working for you, there's little downside to drinking a bit more water, other than the challenge of trying to drink if you aren't particularly thirsty. My take? Though plenty of people recommend this approach, it seems based on a theory that doesn't hold water."
What are they?,"The recently FDA-approved anti-obesity medications are in a class called GLP-1 receptor agonists (GLP-1s). They mimic a hormone (glucagon-like peptide 1) that helps the body slow stomach emptying, control blood sugar levels, and suppress appetite, a combination that leads to weight loss. One of the drugs, Zepbound, mimics GLP-1 as well as a hormone called a glucose-dependent insulinotropic polypeptide (GIP), believed to promote the effects of GLP-1. ""Many people say these anti-obesity medications have changed their lives,"" says Dr. Caroline Apovian, an obesity medicine specialist and co-director of the Center for Weight Management and Wellness at Harvard-affiliated Brigham and Women's Hospital. The drugs also significantly reduce the risk of death from heart-related causes in people with overweight or obesity as well as heart disease (or both heart disease and diabetes, depending on the drug). Plus, they enhance the ability to exercise and boost quality of life. ""The medications may even affect the reward center in the brain, the part that enables you to eat chocolate cake even though you're full. These drugs seem to dampen the reward response, which also may reduce addictive behaviors like cravings for alcohol, sugar, and nicotine,"" Dr. Apovian says."
Wait — aren't they diabetes drugs?,"All three of the anti-obesity drugs were first approved by the FDA just to treat diabetes, under the brand names Ozempic, Victoza, and Mounjaro. But people taking them noticed they were losing substantial amounts of weight. Studies confirmed this effect, and the FDA eventually approved the medications for weight loss, under new brand names: Wegovy, Saxenda, and Zepbound. For overweight or obesity, the drugs are typically prescribed in higher doses than their diabetes counterparts. There are older GLP-1s approved for diabetes, such as dulaglutide (Trulicity), but these treatments have less effect on weight."
How do you take the medications?,"Most of these new drugs come in the form of injections that you give yourself daily or weekly. They are loaded in an injector pen (like an EpiPen for an allergic reaction) that you press against your abdomen or thigh. A pill form of semaglutide (Rybelsus) is also available. It's FDA-approved to treat diabetes, but not yet approved for weight loss. Several other pill formulations are being tested."
What are the side effects?,"Both the anti-obesity and diabetes formulations have potential side effects. Common ones include fatigue, nausea, vomiting, or constipation. Dr. Apovian says those tend to go away after a few weeks. In rare cases, the drugs might cause an obstruction in the small bowel, gastroparesis (stomach paralysis), or inflammation of the pancreas (pancreatitis). ""As far as I know, side effects are not permanent. They go away if you stop taking the medications,"" Dr. Apovian says. But the very long-term effects of taking the newer medications are not yet known."""
Who's a candidate for the drugs?,"The drugs are approved for weight loss only in people diagnosed with obesity (a BMI of 30 or greater) or a higher range of overweight (a BMI of 27 to 29.9), as well as a medical problem related to excess weight, such as high blood pressure or high cholesterol. Of course, that hasn't stopped some people who don't meet these criteria from using them. Because these drugs are new and powerful, and are the subject of intense study, it is expected that recommendations as to who should use them will change in the coming years. Researchers are likely to identify new groups of people who might benefit — or, conversely, people who may be at extra risk from drug side effects."
How long do you take the drugs?,"Taking one of the new GLP-1s is not a short-term solution. Once you go on the drug, you must stay on it indefinitely to keep getting the benefits. You regain the weight if you stop taking the medications. ""Overweight and obesity, like diabetes and hypertension, are serious conditions that often require ongoing, even lifelong treatment. There are no 'one-and-done' treatments,"" Dr. Apovian says."
Costs and coverage,"Spectacular results don't come cheaply, and the new drugs range from about $900 to $1,600 per month. Don't expect your insurance to pay for them. Medicare does not cover the anti-obesity medications, and Medicare coverage for the new diabetes drugs is iffy and partial at best, depending on your plan. Private insurance often will pay for the drugs to treat diabetes, as long as you've tried other diabetes treatments without success. But Dr. Apovian says only about 20% to 30% of private insurers currently are covering the anti-obesity formulations. Some manufacturers of GLP-1s offer coupons with steep discounts, but many pharmacies don't accept them. And beware of budget-friendly versions touted in online ads or offered by ""med-spas."" Dr. Apovian says these are compounded (custom-mixed) drugs brought in from other countries, with no oversight by the FDA, and no guarantee of what they contain."
Are they even available?,"To make matters worse, the drugs' frenzied rise in popularity has now caused shortages, making them hard to find. ""The shortage has to do with the manufacturers not anticipating this kind of demand,"" Dr. Apovian says. ""Over 40% of Americans have obesity. The drug companies didn't anticipate how many of them would want to use the medications. The companies are trying desperately to make enough supplies as we speak."" Until they do, and until more insurance companies cover the medications or manufacturers are forced to lower prices (both of which are being debated in Congress), many people with serious medical conditions are finding that they must forgo the most effective anti-obesity drugs we've ever seen. Image: © CR/Getty Images"
